From	To	Species	Gene Name
ENSG00000119608	NM_001080408	Homo sapiens	prospero homeobox 2
ENSG00000204231	NM_021976	Homo sapiens	retinoid X receptor, beta
ENSG00000147488	NM_014682	Homo sapiens	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)
ENSG00000172789	NM_018953	Homo sapiens	homeobox C5
ENSG00000185947	NM_003414	Homo sapiens	zinc finger protein 267
ENSG00000213921	NM_001143832	Homo sapiens	leucine twenty homeobox
ENSG00000137185	NM_006299	Homo sapiens	zinc finger protein 193
ENSG00000125968	NM_181353	Homo sapiens	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
ENSG00000125968	NM_002165	Homo sapiens	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
ENSG00000196214	NM_001010851	Homo sapiens	zinc finger protein 766
ENSG00000213928	NM_006084	Homo sapiens	interferon regulatory factor 9
ENSG00000198040	NM_001127372	Homo sapiens	zinc finger protein 84
ENSG00000198040	NM_003428	Homo sapiens	zinc finger protein 84
ENSG00000184895	NM_003140	Homo sapiens	sex determining region Y
ENSG00000151090	NM_000461	Homo sapiens	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
ENSG00000151090	NM_001128177	Homo sapiens	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
ENSG00000151090	NM_001128176	Homo sapiens	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
ENSG00000178935	NM_024762	Homo sapiens	zinc finger protein 552
ENSG00000144355	NM_001038493	Homo sapiens	distal-less homeobox 1
ENSG00000144355	NM_178120	Homo sapiens	distal-less homeobox 1
ENSG00000130584	NM_025224	Homo sapiens	zinc finger and BTB domain containing 46
ENSG00000043039	NM_003658	Homo sapiens	BARX homeobox 2
ENSG00000004848	NM_139058	Homo sapiens	aristaless related homeobox
ENSG00000198353	NM_153633	Homo sapiens	homeobox C4
ENSG00000198353	NM_014620	Homo sapiens	homeobox C4
ENSG00000120738	NM_001964	Homo sapiens	early growth response 1
ENSG00000180884	NM_175872	Homo sapiens	zinc finger protein 792
ENSG00000184492	NM_012184	Homo sapiens	forkhead box D4-like 1
ENSG00000119614	NM_182894	Homo sapiens	visual system homeobox 2
ENSG00000083838	NM_017908	Homo sapiens	zinc finger protein 446
ENSG00000121068	NM_005994	Homo sapiens	T-box 2
ENSG00000160908	NM_032164	Homo sapiens	zinc finger protein 394
ENSG00000198169	NM_138367	Homo sapiens	zinc finger protein 251
ENSG00000180053	NM_001136271	Homo sapiens	NK2 transcription factor related, locus 6 (Drosophila)
ENSG00000138083	NM_005413	Homo sapiens	SIX homeobox 3
ENSG00000179943	NM_032836	Homo sapiens	FLT3-interacting zinc finger 1
ENSG00000164778	NM_001427	Homo sapiens	engrailed homeobox 2
ENSG00000198039	NM_021148	Homo sapiens	zinc finger protein 273
ENSG00000168505	NM_001485	Homo sapiens	gastrulation brain homeobox 2
ENSG00000146618	NM_152898	Homo sapiens	Fer3-like (Drosophila)
ENSG00000082175	NM_000926	Homo sapiens	progesterone receptor
ENSG00000106410	NM_001080413	Homo sapiens	NOBOX oogenesis homeobox
ENSG00000180257	NM_001031665	Homo sapiens	zinc finger protein 816A
ENSG00000186103	NM_001012659	Homo sapiens	arginine-fifty homeobox
ENSG00000168779	NM_006884	Homo sapiens	short stature homeobox 2
ENSG00000168779	NM_003030	Homo sapiens	short stature homeobox 2
ENSG00000168779	NM_001163678	Homo sapiens	short stature homeobox 2
ENSG00000083842	NM_021089	Homo sapiens	zinc finger protein 8
ENSG00000088876	NM_024325	Homo sapiens	zinc finger protein 343
ENSG00000160352	NM_182515	Homo sapiens	zinc finger protein 714
ENSG00000184486	NM_005604	Homo sapiens	POU class 3 homeobox 2
ENSG00000177873	NM_173656	Homo sapiens	zinc finger protein 619
ENSG00000177873	NM_001145094	Homo sapiens	zinc finger protein 619
ENSG00000177873	NM_001145093	Homo sapiens	zinc finger protein 619
ENSG00000177873	NM_001145082	Homo sapiens	zinc finger protein 619
ENSG00000177873	NM_001145083	Homo sapiens	zinc finger protein 619
ENSG00000184481	NM_001170931	Homo sapiens	forkhead box O4
ENSG00000184481	NM_005938	Homo sapiens	forkhead box O4
ENSG00000126368	NM_021724	Homo sapiens	nuclear receptor subfamily 1, group D, member 1
ENSG00000114126	NM_006286	Homo sapiens	transcription factor Dp-2 (E2F dimerization partner 2)
ENSG00000105732	NM_022752	Homo sapiens	zinc finger protein 574
ENSG00000213988	NM_021047	Homo sapiens	zinc finger protein 253
ENSG00000107175	NM_006368	Homo sapiens	cAMP responsive element binding protein 3
ENSG00000177125	NM_001099270	Homo sapiens	zinc finger and BTB domain containing 34
ENSG00000179388	NM_004430	Homo sapiens	early growth response 3
ENSG00000196233	NM_032440	Homo sapiens	ligand dependent nuclear receptor corepressor
ENSG00000196233	NM_001170765	Homo sapiens	ligand dependent nuclear receptor corepressor
ENSG00000196233	NM_001170766	Homo sapiens	ligand dependent nuclear receptor corepressor
ENSG00000167635	NM_007145	Homo sapiens	zinc finger protein 146
ENSG00000167635	NM_001099639	Homo sapiens	zinc finger protein 146
ENSG00000167635	NM_001099638	Homo sapiens	zinc finger protein 146
ENSG00000180806	NM_006897	Homo sapiens	homeobox C9
ENSG00000174796	NM_144721	Homo sapiens	THAP domain containing 6
ENSG00000187821	NM_001029887	Homo sapiens	HES/HEY-like transcription factor
ENSG00000185730	NM_030895	Homo sapiens	zinc finger protein 696
ENSG00000131668	NM_021570	Homo sapiens	BARX homeobox 1
ENSG00000198105	NM_021045	Homo sapiens	zinc finger protein 248
ENSG00000005889	NM_003410	Homo sapiens	zinc finger protein, X-linked
ENSG00000131264	NM_005193	Homo sapiens	caudal type homeobox 4
ENSG00000131061	NM_032819	Homo sapiens	zinc finger protein 341
ENSG00000176371	NM_017894	Homo sapiens	zinc finger and SCAN domain containing 2
ENSG00000176371	NM_181877	Homo sapiens	zinc finger and SCAN domain containing 2
ENSG00000176371	NM_001007072	Homo sapiens	zinc finger and SCAN domain containing 2
ENSG00000178919	NM_004473	Homo sapiens	forkhead box E1 (thyroid transcription factor 2)
ENSG00000197905	NM_003213	Homo sapiens	TEA domain family member 4
ENSG00000197905	NM_201441	Homo sapiens	TEA domain family member 4
ENSG00000197905	NM_201443	Homo sapiens	TEA domain family member 4
ENSG00000114315	NM_005524	Homo sapiens	hairy and enhancer of split 1, (Drosophila)
ENSG00000124459	NM_003425	Homo sapiens	zinc finger protein 45
ENSG00000151623	NM_000901	Homo sapiens	nuclear receptor subfamily 3, group C, member 2
ENSG00000151623	NM_001166104	Homo sapiens	nuclear receptor subfamily 3, group C, member 2
ENSG00000126351	NM_003250	Homo sapiens	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)
ENSG00000126351	NM_199334	Homo sapiens	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)
ENSG00000025434	NM_005693	Homo sapiens	nuclear receptor subfamily 1, group H, member 3
ENSG00000025434	NM_001130101	Homo sapiens	nuclear receptor subfamily 1, group H, member 3
ENSG00000025434	NM_001130102	Homo sapiens	nuclear receptor subfamily 1, group H, member 3
ENSG00000180035	NM_152652	Homo sapiens	zinc finger protein 48
ENSG00000167232	NM_003430	Homo sapiens	zinc finger protein 91
ENSG00000151615	NM_004575	Homo sapiens	POU class 4 homeobox 2
ENSG00000186300	NM_152791	Homo sapiens	zinc finger protein 555
ENSG00000179195	NM_152437	Homo sapiens	zinc finger protein 664
ENSG00000104472	NM_017444	Homo sapiens	chromatin accessibility complex 1
ENSG00000089225	NM_080717	Homo sapiens	T-box 5
ENSG00000089225	NM_181486	Homo sapiens	T-box 5
ENSG00000089225	NM_080718	Homo sapiens	T-box 5
ENSG00000089225	NM_000192	Homo sapiens	T-box 5
ENSG00000167034	NM_006167	Homo sapiens	NK3 homeobox 1
ENSG00000167625	NM_133444	Homo sapiens	zinc finger protein 526
ENSG00000105722	NM_006494	Homo sapiens	Ets2 repressor factor
ENSG00000196247	NM_016220	Homo sapiens	zinc finger protein 107
ENSG00000196247	NM_001013746	Homo sapiens	zinc finger protein 107
ENSG00000180818	NM_017409	Homo sapiens	homeobox C10
ENSG00000164749	NM_004133	Homo sapiens	hepatocyte nuclear factor 4, gamma
ENSG00000217236	NM_001145250	Homo sapiens	solute carrier family 29 (nucleoside transporters), member 3; Sp9 transcription factor homolog (mouse)
ENSG00000217236	NM_018344	Homo sapiens	solute carrier family 29 (nucleoside transporters), member 3; Sp9 transcription factor homolog (mouse)
ENSG00000213973	NM_001080409	Homo sapiens	zinc finger protein 99
ENSG00000166888	NM_003153	Homo sapiens	signal transducer and activator of transcription 6, interleukin-4 induced
ENSG00000183734	NM_005170	Homo sapiens	achaete-scute complex homolog 2 (Drosophila)
ENSG00000151650	NM_014468	Homo sapiens	VENT homeobox homolog (Xenopus laevis)
ENSG00000183733	NM_001004311	Homo sapiens	folliculogenesis specific basic helix-loop-helix
ENSG00000164853	NM_001080461	Homo sapiens	UNC homeobox
ENSG00000163497	NM_017521	Homo sapiens	FEV (ETS oncogene family)
ENSG00000112182	NM_021813	Homo sapiens	BTB and CNC homology 1, basic leucine zipper transcription factor 2
ENSG00000112182	NM_001170794	Homo sapiens	BTB and CNC homology 1, basic leucine zipper transcription factor 2
ENSG00000105997	NM_153631	Homo sapiens	homeobox A3
ENSG00000105997	NM_153632	Homo sapiens	homeobox A3
ENSG00000105997	NM_030661	Homo sapiens	homeobox A3
ENSG00000111046	NM_002469	Homo sapiens	myogenic factor 6 (herculin)
ENSG00000063515	NM_005315	Homo sapiens	goosecoid homeobox 2
ENSG00000105996	NM_006735	Homo sapiens	homeobox A2
ENSG00000111049	NM_005593	Homo sapiens	myogenic factor 5
ENSG00000106852	NM_199160	Homo sapiens	LIM homeobox 6
ENSG00000106852	NM_014368	Homo sapiens	LIM homeobox 6
ENSG00000111424	NM_001017535	Homo sapiens	vitamin D (1,25- dihydroxyvitamin D3) receptor
ENSG00000111424	NM_000376	Homo sapiens	vitamin D (1,25- dihydroxyvitamin D3) receptor
ENSG00000198393	NM_019591	Homo sapiens	zinc finger protein 26
ENSG00000092203	NM_014828	Homo sapiens	TOX high mobility group box family member 4
ENSG00000105991	NM_153620	Homo sapiens	homeobox A1
ENSG00000105991	NM_005522	Homo sapiens	homeobox A1
ENSG00000104856	NM_006509	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog B
ENSG00000196391	NM_001004309	Homo sapiens	zinc finger protein 774
ENSG00000118526	NM_198392	Homo sapiens	transcription factor 21
ENSG00000118526	NM_003206	Homo sapiens	transcription factor 21
ENSG00000180828	NM_152414	Homo sapiens	basic helix-loop-helix family, member e22
ENSG00000187801	NM_023070	Homo sapiens	zinc finger protein 643
ENSG00000105717	NM_025245	Homo sapiens	pre-B-cell leukemia homeobox 4
ENSG00000164736	NM_022454	Homo sapiens	SRY (sex determining region Y)-box 17
ENSG00000144792	NM_173658	Homo sapiens	zinc finger protein 660
ENSG00000177842	NM_175888	Homo sapiens	zinc finger protein 620
ENSG00000136535	NM_006593	Homo sapiens	T-box, brain, 1
ENSG00000077092	NM_000965	Homo sapiens	retinoic acid receptor, beta
ENSG00000077092	NM_016152	Homo sapiens	retinoic acid receptor, beta
ENSG00000176165	NM_005249	Homo sapiens	forkhead box G1
ENSG00000178403	NM_024019	Homo sapiens	neurogenin 2
ENSG00000106459	NM_001040110	Homo sapiens	nuclear respiratory factor 1
ENSG00000106459	NM_005011	Homo sapiens	nuclear respiratory factor 1
ENSG00000179981	NM_005786	Homo sapiens	teashirt zinc finger homeobox 1
ENSG00000088881	NM_001110514	Homo sapiens	early B-cell factor 4
ENSG00000134532	NM_006940	Homo sapiens	SRY (sex determining region Y)-box 5
ENSG00000134532	NM_152989	Homo sapiens	SRY (sex determining region Y)-box 5
ENSG00000134532	NM_178010	Homo sapiens	SRY (sex determining region Y)-box 5
ENSG00000128000	NM_001005851	Homo sapiens	zinc finger protein 780B
ENSG00000186564	NM_004474	Homo sapiens	forkhead box D2
ENSG00000100219	NM_005080	Homo sapiens	X-box binding protein 1
ENSG00000100219	NM_001079539	Homo sapiens	X-box binding protein 1
ENSG00000109705	NM_001189	Homo sapiens	NK3 homeobox 2
ENSG00000186951	NM_005036	Homo sapiens	peroxisome proliferator-activated receptor alpha
ENSG00000186951	NM_001001928	Homo sapiens	peroxisome proliferator-activated receptor alpha
ENSG00000196263	NM_020813	Homo sapiens	zinc finger protein 471
ENSG00000107187	NM_014564	Homo sapiens	LIM homeobox 3
ENSG00000107187	NM_178138	Homo sapiens	LIM homeobox 3
ENSG00000085276	NM_001164000	Homo sapiens	ecotropic viral integration site 1
ENSG00000085276	NM_005241	Homo sapiens	ecotropic viral integration site 1
ENSG00000085276	NM_001105078	Homo sapiens	ecotropic viral integration site 1
ENSG00000085276	NM_001105077	Homo sapiens	ecotropic viral integration site 1
ENSG00000085276	NM_004991	Homo sapiens	ecotropic viral integration site 1
ENSG00000085276	NM_001163999	Homo sapiens	ecotropic viral integration site 1
ENSG00000085274	NM_018657	Homo sapiens	myoneurin
ENSG00000100625	NM_017420	Homo sapiens	SIX homeobox 4
ENSG00000118513	NM_001161657	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001130173	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001161656	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001161659	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001161658	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_005375	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001161660	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000118513	NM_001130172	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)
ENSG00000176160	NM_001080439	Homo sapiens	heat shock transcription factor family member 5
ENSG00000109906	NM_006006	Homo sapiens	zinc finger and BTB domain containing 16
ENSG00000109906	NM_001018011	Homo sapiens	zinc finger and BTB domain containing 16
ENSG00000105708	NM_021030	Homo sapiens	zinc finger protein 14
ENSG00000196267	NM_001102657	Homo sapiens	zinc finger protein 836
ENSG00000164532	NM_001077653	Homo sapiens	T-box 20
ENSG00000164532	NM_020417	Homo sapiens	T-box 20
ENSG00000164532	NM_001166220	Homo sapiens	T-box 20
ENSG00000196268	NM_175910	Homo sapiens	zinc finger protein 493
ENSG00000196268	NM_145326	Homo sapiens	zinc finger protein 493
ENSG00000196268	NM_001076678	Homo sapiens	zinc finger protein 493
ENSG00000187815	NM_198494	Homo sapiens	zinc finger protein 642
