From	To	Species	Gene Name
ENSMUSG00000066551	XM_484474	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_485920	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_001476607	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_001475214	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	NM_001111282	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_001471943	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_001471944	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_001476097	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_913492	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_907057	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	XM_916659	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000028946	NM_008237	Mus musculus	hairy and enhancer of split 3 (Drosophila)
ENSMUSG00000062743	NM_172486	Mus musculus	zinc finger protein 677; hypothetical protein LOC100044270
ENSMUSG00000062743	XM_001471839	Mus musculus	zinc finger protein 677; hypothetical protein LOC100044270
ENSMUSG00000022361	NM_001042438	Mus musculus	zinc fingers and homeoboxes 1
ENSMUSG00000022361	NM_009572	Mus musculus	zinc fingers and homeoboxes 1
ENSMUSG00000039476	NM_009116	Mus musculus	paired related homeobox 2
ENSMUSG00000060301	NM_001004362	Mus musculus	RIKEN cDNA 2610008E11 gene
ENSMUSG00000007817	NM_183208	Mus musculus	RIKEN cDNA D930049A15 gene; zinc finger, MIZ-type containing 1
ENSMUSG00000007817	XM_001472051	Mus musculus	RIKEN cDNA D930049A15 gene; zinc finger, MIZ-type containing 1
ENSMUSG00000030678	NM_010772	Mus musculus	MYC-associated zinc finger protein (purine-binding transcription factor)
ENSMUSG00000055320	NM_001166585	Mus musculus	TEA domain family member 1
ENSMUSG00000055320	NM_001166584	Mus musculus	TEA domain family member 1
ENSMUSG00000055320	NM_009346	Mus musculus	TEA domain family member 1
ENSMUSG00000075327	NM_001033466	Mus musculus	zinc finger and BTB domain containing 2; predicted gene 13294
ENSMUSG00000053646	NM_172775	Mus musculus	plexin B1
ENSMUSG00000040187	NM_172309	Mus musculus	aryl hydrocarbon receptor nuclear translocator-like 2; similar to aryl hydrocarbon receptor nuclear translocator-like 2
ENSMUSG00000040187	XM_001475786	Mus musculus	aryl hydrocarbon receptor nuclear translocator-like 2; similar to aryl hydrocarbon receptor nuclear translocator-like 2
ENSMUSG00000040187	XM_909825	Mus musculus	aryl hydrocarbon receptor nuclear translocator-like 2; similar to aryl hydrocarbon receptor nuclear translocator-like 2
ENSMUSG00000040187	XM_001475734	Mus musculus	aryl hydrocarbon receptor nuclear translocator-like 2; similar to aryl hydrocarbon receptor nuclear translocator-like 2
ENSMUSG00000043668	NM_172913	Mus musculus	TOX high mobility group box family member 3
ENSMUSG00000054203	NM_172648	Mus musculus	interferon activated gene 205
ENSMUSG00000027684	NM_021442	Mus musculus	ecotropic viral integration site 1
ENSMUSG00000027684	NM_007963	Mus musculus	ecotropic viral integration site 1
ENSMUSG00000024298	NM_172458	Mus musculus	zinc finger protein 871
ENSMUSG00000039068	NM_001080755	Mus musculus	zinc finger, ZZ domain containing 3; predicted gene 8261
ENSMUSG00000039068	NM_198416	Mus musculus	zinc finger, ZZ domain containing 3; predicted gene 8261
ENSMUSG00000029556	NM_009327	Mus musculus	HNF1 homeobox A
ENSMUSG00000038203	NM_008264	Mus musculus	homeo box A13
ENSMUSG00000024497	NM_138945	Mus musculus	POU domain, class 4, transcription factor 3
ENSMUSG00000043467	NM_173424	Mus musculus	zinc finger and BTB domain containing 37
ENSMUSG00000029553	NM_031198	Mus musculus	transcription factor EC
ENSMUSG00000048626	NM_029416	Mus musculus	Kruppel-like factor 17
ENSMUSG00000015501	NM_010437	Mus musculus	human immunodeficiency virus type I enhancer binding protein 2
ENSMUSG00000007812	NM_001083958	Mus musculus	zinc finger protein 655
ENSMUSG00000007812	NM_028298	Mus musculus	zinc finger protein 655
ENSMUSG00000018899	NM_008390	Mus musculus	interferon regulatory factor 1
ENSMUSG00000018899	NM_001159393	Mus musculus	interferon regulatory factor 1
ENSMUSG00000018899	NM_001159396	Mus musculus	interferon regulatory factor 1
ENSMUSG00000038630	XM_001475223	Mus musculus	zinc finger with KRAB and SCAN domains 16
